,learning rate,background,foregound
0,0.001,0.992867086066709,0.053867307624503834
1,0.001,0.992894447412614,0.05419285762895202
2,0.001,0.9928798030886015,0.05433457123381468
3,0.001,0.9929319499899898,0.0535372165261564
4,0.001,0.9968523303838248,0.6999171978670129
5,0.001,0.9969853408346875,0.7196656657390844
6,0.001,0.99665423575389,0.6987250183784915
7,0.001,0.9957367204801206,0.6720453933712748
8,0.001,0.9978224780938143,0.7502708142151648
9,0.001,0.996770619066999,0.709068895153733
10,0.001,0.9981331722930779,0.7752548853982671
11,0.001,0.9976882223407598,0.7520770630099749
12,0.001,0.9978972466206855,0.7567490257418718
13,0.001,0.9903664829393316,0.5700527929696915
14,0.001,0.9981235109685316,0.7837978189595272
15,0.001,0.9979404057555956,0.7670616517762774
16,0.001,0.9983292132488139,0.7992325652822402
17,0.001,0.9980566690919737,0.7901440299887514
18,0.001,0.9980344626524932,0.7736729950096474
19,0.001,0.998307140600016,0.7991862141011606
20,0.00025,0.9984735611170658,0.8207958693668053
21,0.00025,0.998420629634366,0.8069249113997671
22,0.00025,0.9984349483072501,0.8108024137981968
23,0.00025,0.998574766734127,0.8241269158703063
24,0.00025,0.9985630629911953,0.8252953508381164
25,0.00025,0.998704585650448,0.8319035567694978
26,0.00025,0.9984464044223018,0.808822776498713
27,0.00025,0.998527011902035,0.8186386519235601
28,0.00025,0.9986256859844846,0.8227693405274155
29,0.00025,0.9986183090782983,0.8301279737969841
30,0.00025,0.9984606680951916,0.8209422486534442
31,0.00025,0.9986629762363026,0.8316684200272536
32,0.00025,0.9984302520751954,0.8174078843112668
33,0.00025,0.9987412540186117,0.8361145742717215
34,0.00025,0.9986719944446378,0.8270811429606999
35,0.00025,0.9986656259569485,0.8257793841699669
36,0.00025,0.9987903196412607,0.8362725059873558
37,0.00025,0.9987631895511443,0.8299957240088311
38,0.00025,0.9988512575882189,0.8434663394490026
39,0.00025,0.9988449474261041,0.8436337252799021
40,6.25e-05,0.9988457194725331,0.8464847533232153
41,6.25e-05,0.9987981677566989,0.8390595595724083
42,6.25e-05,0.9987314867871006,0.8355750395504704
43,6.25e-05,0.9987728718524328,0.8394911625610402
44,6.25e-05,0.9987232165786839,0.838843300874653
45,6.25e-05,0.9988568673318031,0.8521476316349701
46,6.25e-05,0.9988393192639164,0.8486733050305448
47,6.25e-05,0.9988841798172484,0.8457002688375154
48,6.25e-05,0.9988963632112917,0.8495513566573802
49,6.25e-05,0.9988376534036301,0.8441925772781539
50,6.25e-05,0.9987710732247187,0.8451776261493369
51,6.25e-05,0.9988500378674189,0.8448949671098602
52,6.25e-05,0.9988929204674749,0.8494245000663233
53,6.25e-05,0.9988945034440494,0.8484830036439607
54,6.25e-05,0.9988804935385741,0.8496319830673444
55,6.25e-05,0.9987573447145615,0.8406292844739596
56,6.25e-05,0.9988177214057656,0.8458431867059211
57,6.25e-05,0.9989145382791115,0.8537474845100367
58,6.25e-05,0.9988713346325787,0.8542045060657124
59,6.25e-05,0.9988577736805433,0.8502727890219298
60,1.5625e-05,0.9988758257018648,0.8496300817303394
61,1.5625e-05,0.9988276055442419,0.8427631765476113
62,1.5625e-05,0.9988579038898316,0.850017492607428
63,1.5625e-05,0.9988201181264396,0.8435359581857281
64,1.5625e-05,0.9988965972810344,0.858638076311529
65,1.5625e-05,0.9988809821431734,0.8528487869086695
66,1.5625e-05,0.9988129011039568,0.846166674671255
67,1.5625e-05,0.9988313946601151,0.8444023418835811
68,1.5625e-05,0.9988721320045865,0.8529657665240409
69,1.5625e-05,0.9988376398454922,0.8468697649214914
70,1.5625e-05,0.9989099781400657,0.85215624284335
71,1.5625e-05,0.9988943033975586,0.8481364378090062
72,1.5625e-05,0.9988661300982528,0.8530033724502434
73,1.5625e-05,0.9988837567010151,0.851463338592022
74,1.5625e-05,0.9989268411382584,0.8544742846181976
75,1.5625e-05,0.9988590678431956,0.8492629783859581
76,1.5625e-05,0.9988984749552519,0.851160409240763
77,1.5625e-05,0.99886420254032,0.8503878234282067
78,1.5625e-05,0.9988510844021905,0.846846610819321
79,1.5625e-05,0.9989066873497202,0.850192953972346
80,3.90625e-06,0.998882566398817,0.8540053119475242
81,3.90625e-06,0.9988693032141917,0.8487481628364761
82,3.90625e-06,0.9989001686992561,0.8482466402739414
83,3.90625e-06,0.9988834377010488,0.8518136918800576
84,3.90625e-06,0.9988951222579366,0.8507001021389281
85,3.90625e-06,0.998846113937608,0.8477497177574258
86,3.90625e-06,0.998863372935758,0.8519610867479842
87,3.90625e-06,0.9988744578648024,0.8535643754598919
88,3.90625e-06,0.9989035080942474,0.8491881817195543
89,3.90625e-06,0.9988936198627487,0.8444622732027407
90,3.90625e-06,0.9988975519786061,0.8545630187947348
91,3.90625e-06,0.9988443815656999,0.8472803316914472
92,3.90625e-06,0.9989401744158994,0.8577723137298882
93,3.90625e-06,0.9988696068653221,0.8497433457763416
94,3.90625e-06,0.998905298280102,0.8532423526688188
95,3.90625e-06,0.9988611125639069,0.8463974756232661
96,3.90625e-06,0.998924077836229,0.8575072674792215
97,3.90625e-06,0.9988882902354129,0.847593548216022
98,3.90625e-06,0.9988654885169267,0.8484724440288135
99,3.90625e-06,0.9989119218142761,0.8515594386747465
